"","ARR_DEL15","DAY_OF_WEEK","CARRIER","DEST","ORIGIN","DEP_TIME_BLK"
"7554","1.00","2","F9","LAS","ORD","2100-2159"
"8631","1.00","2","NK","PHX","ORD","2100-2159"
"8632","1.00","2","NK","ORD","PHX","0001-0559"
"8652","0.00","2","NK","ORD","LAS","1700-1759"
"8654","0.00","2","NK","LAS","ORD","0800-0859"
"8687","0.00","2","NK","ORD","LAS","0900-0959"
"8691","0.00","2","NK","ORD","ATL","0600-0659"
"8700","1.00","2","NK","LAX","ATL","1000-1059"
"8721","0.00","2","NK","LAS","LAX","1500-1559"
"8726","1.00","2","NK","ORD","LAX","0900-0959"
"8770","1.00","2","NK","LAS","ATL","2000-2059"
"8810","0.00","2","NK","DFW","ORD","1400-1459"
"8856","0.00","2","OO","SFO","LAX","1100-1159"
"8870","1.00","2","NK","LAS","DFW","2300-2359"
"8880","0.00","2","NK","LAX","DFW","0700-0759"
"8881","0.00","2","NK","DFW","LAX","1900-1959"
"8916","0.00","2","NK","LAX","ORD","1600-1659"
"8918","1.00","2","NK","ORD","LAX","1700-1759"
"8919","0.00","2","NK","LAX","ORD","0600-0659"
"8931","0.00","2","NK","DFW","PHX","0001-0559"
"9068","1.00","2","NK","ORD","DFW","1600-1659"
"9074","0.00","2","NK","PHX","DFW","2300-2359"
"9253","0.00","2","OO","LAX","PHX","1700-1759"
"9485","0.00","2","OO","PHX","LAX","2100-2159"
"9647","0.00","2","OO","PHX","LAX","1000-1059"
"9648","0.00","2","OO","LAX","PHX","1300-1359"
"9694","0.00","2","OO","SFO","DFW","1600-1659"
"9703","0.00","2","OO","DFW","ORD","2200-2259"
"9704","0.00","2","OO","LAS","SFO","0900-0959"
"9718","1.00","2","OO","LAX","PHX","0001-0559"
"9719","0.00","2","OO","PHX","LAX","2100-2159"
"9797","0.00","2","OO","SFO","LAS","1600-1659"
"9917","1.00","2","OO","PHX","SFO","1600-1659"
"9932","0.00","2","OO","ORD","DFW","0001-0559"
"9949","1.00","2","OO","LAX","SFO","1400-1459"
"9950","0.00","2","OO","DFW","LAX","0900-0959"
"9980","0.00","2","OO","LAS","LAX","1100-1159"
"9986","0.00","2","OO","DFW","SFO","1300-1359"
"9995","0.00","2","OO","LAS","SFO","0700-0759"
"10013","0.00","2","OO","SFO","PHX","1900-1959"
"10019","0.00","2","OO","ORD","ATL","1700-1759"
"10041","1.00","2","OO","CLT","ORD","1000-1059"
"10048","0.00","2","OO","ORD","ATL","0700-0759"
"10058","0.00","2","OO","ORD","DFW","0700-0759"
"10155","1.00","2","OO","SFO","DFW","1900-1959"
"10180","0.00","2","OO","ORD","ATL","2100-2159"
"10181","1.00","2","OO","ATL","ORD","1300-1359"
"10185","1.00","2","OO","LAS","SFO","1400-1459"
"10220","1.00","2","OO","ORD","CLT","1400-1459"
"10343","0.00","2","OO","LAX","LAS","0900-0959"
"10345","0.00","2","OO","PHX","SFO","0900-0959"
"10347","0.00","2","OO","LAX","DFW","0600-0659"
"10361","1.00","2","OO","CLT","ORD","1300-1359"
"10402","0.00","2","OO","PHX","LAX","1200-1259"
"10407","0.00","2","OO","PHX","LAX","1600-1659"
"10454","0.00","2","OO","LAX","DFW","1600-1659"
"10458","0.00","2","OO","LAX","PHX","1900-1959"
"10501","1.00","2","NK","ATL","ORD","1200-1259"
"10510","0.00","2","NK","LAS","ORD","1500-1559"
"10540","0.00","2","UA","SFO","LAS","1500-1559"
"10541","0.00","2","UA","LAS","LAX","1300-1359"
"10550","0.00","2","UA","SFO","PHX","0800-0859"
"10569","0.00","2","UA","ORD","SFO","1500-1559"
"10593","0.00","2","UA","ORD","LAX","0600-0659"
"10601","1.00","2","UA","LAX","ORD","1900-1959"
"10602","0.00","2","UA","SFO","LAX","0600-0659"
"10613","0.00","2","UA","ATL","ORD","0600-0659"
"10615","0.00","2","UA","CLT","ORD","0600-0659"
"10620","0.00","2","UA","ORD","LAS","0700-0759"
"10630","0.00","2","UA","ORD","LAX","1600-1659"
"10634","0.00","2","UA","SFO","LAX","1200-1259"
"10636","0.00","2","UA","SFO","PHX","1800-1859"
"10643","0.00","2","UA","SFO","LAS","1800-1859"
"10644","0.00","2","UA","LAS","ORD","1500-1559"
"10653","0.00","2","UA","LAS","SFO","2200-2259"
"10659","0.00","2","UA","ORD","SFO","0900-0959"
"10663","0.00","2","UA","SFO","LAX","1600-1659"
"10673","0.00","2","UA","SFO","ORD","1100-1159"
"10686","0.00","2","UA","LAX","SFO","0800-0859"
"10687","0.00","2","UA","SFO","LAX","1900-1959"
"10692","0.00","2","UA","PHX","ORD","1900-1959"
"10698","0.00","2","UA","LAS","LAX","0800-0859"
"10718","0.00","2","UA","SFO","ORD","1000-1059"
"10728","0.00","2","UA","LAS","SFO","1500-1559"
"10739","0.00","2","UA","LAX","ORD","0700-0759"
"10753","0.00","2","UA","ORD","SFO","2200-2259"
"10763","0.00","2","UA","SFO","ORD","1500-1559"
"10784","0.00","2","UA","ORD","ATL","1000-1059"
"10797","0.00","2","UA","ORD","PHX","1200-1259"
"10809","0.00","2","UA","LAX","SFO","1100-1159"
"10812","0.00","2","UA","SFO","LAS","1000-1059"
"10847","0.00","2","UA","ORD","LAX","0600-0659"
"10863","1.00","2","UA","LAS","ORD","1200-1259"
"10874","0.00","2","UA","LAX","SFO","1700-1759"
"10879","0.00","2","UA","LAX","ORD","1000-1059"
"10903","1.00","2","UA","SFO","ORD","0600-0659"
"10925","0.00","2","UA","ORD","LAX","2200-2259"
"10926","1.00","2","UA","SFO","ORD","1900-1959"
"10942","0.00","2","UA","LAX","LAS","2000-2059"
"10955","0.00","2","UA","ORD","LAS","1000-1059"
"10960","0.00","2","UA","LAS","ORD","1900-1959"
"10973","0.00","2","UA","LAX","ORD","1700-1759"
"10975","0.00","2","UA","ORD","SFO","0800-0859"
"10981","1.00","2","UA","ORD","SFO","1000-1059"
"10997","0.00","2","UA","ORD","LAS","1400-1459"
"11015","0.00","2","UA","ORD","PHX","0700-0759"
"11019","0.00","2","UA","LAX","ORD","1200-1259"
"11032","0.00","2","UA","ORD","SFO","0001-0559"
"11033","0.00","2","UA","SFO","ORD","0800-0859"
"11038","0.00","2","UA","LAX","ORD","2200-2259"
"11062","0.00","2","UA","ORD","SFO","1800-1859"
"11078","0.00","2","UA","PHX","ORD","1200-1259"
"11085","0.00","2","UA","SFO","LAS","0600-0659"
"11086","0.00","2","UA","ORD","SFO","1000-1059"
"11137","0.00","2","UA","SFO","ORD","0900-0959"
"11154","0.00","2","UA","SFO","LAX","0800-0859"
"11170","0.00","2","UA","SFO","ORD","1300-1359"
"11175","0.00","2","UA","LAX","SFO","1700-1759"
"11185","0.00","2","UA","SFO","LAS","0700-0759"
"11202","0.00","2","UA","ORD","DFW","1200-1259"
"11206","0.00","2","UA","ORD","SFO","2300-2359"
"11291","0.00","2","UA","LAX","SFO","2200-2259"
"11301","0.00","2","UA","ORD","SFO","1200-1259"
"11324","0.00","2","UA","CLT","ORD","1700-1759"
"11438","0.00","2","UA","SFO","ORD","2200-2259"
"11525","0.00","2","UA","SFO","ORD","1600-1659"
"11526","0.00","2","UA","LAX","SFO","1900-1959"
"11549","0.00","2","UA","ATL","SFO","0800-0859"
"11550","0.00","2","UA","ORD","LAX","0900-0959"
"11552","0.00","2","UA","ORD","SFO","1800-1859"
"11601","0.00","2","UA","LAX","ORD","2000-2059"
"11660","0.00","2","UA","PHX","SFO","1300-1359"
"11672","0.00","2","UA","PHX","SFO","1900-1959"
"11701","0.00","2","UA","DFW","ORD","1200-1259"
"11735","0.00","2","UA","SFO","PHX","1600-1659"
"11738","0.00","2","UA","ORD","SFO","0600-0659"
"11746","0.00","2","UA","SFO","ATL","0700-0759"
"11751","0.00","2","UA","SFO","LAS","1400-1459"
"11833","0.00","2","UA","SFO","ORD","0700-0759"
"11840","0.00","2","UA","ORD","PHX","1500-1559"
"11857","0.00","2","UA","SFO","DFW","1000-1059"
"11871","0.00","2","VX","JFK","SFO","0700-0759"
"11884","1.00","2","VX","LAX","SFO","0800-0859"
"11885","0.00","2","VX","SFO","LAX","0900-0959"
"11888","0.00","2","VX","SFO","ORD","0800-0859"
"11890","1.00","2","VX","ORD","SFO","1100-1159"
"11891","0.00","2","VX","SFO","ORD","1500-1559"
"11892","0.00","2","VX","ORD","SFO","1600-1659"
"11901","1.00","2","VX","ORD","LAX","1000-1059"
"11904","1.00","2","VX","LAX","ORD","1700-1759"
"11907","0.00","2","VX","SFO","LAS","1200-1259"
"11909","0.00","2","VX","JFK","LAS","2200-2259"
"11910","0.00","2","VX","LAS","SFO","1900-1959"
"11911","0.00","2","VX","JFK","SFO","1500-1559"
"11913","0.00","2","VX","SFO","JFK","1800-1859"
"11923","0.00","2","VX","JFK","SFO","2300-2359"
"11931","0.00","2","VX","LAX","JFK","0700-0759"
"11932","0.00","2","VX","JFK","LAX","0700-0759"
"11933","0.00","2","VX","JFK","LAX","1000-1059"
"11934","1.00","2","VX","LAX","JFK","0900-0959"
"11936","0.00","2","VX","JFK","LAX","1300-1359"
"11937","0.00","2","VX","LAX","JFK","1600-1659"
"11938","1.00","2","VX","LAX","JFK","2000-2059"
"11939","0.00","2","VX","JFK","LAX","1500-1559"
"11940","0.00","2","VX","JFK","LAX","2300-2359"
"11941","0.00","2","VX","LAX","LAS","0600-0659"
"11942","0.00","2","VX","LAS","LAX","1200-1259"
"11943","0.00","2","VX","LAX","LAS","1400-1459"
"11944","0.00","2","VX","LAS","LAX","1500-1559"
"11945","0.00","2","VX","LAS","LAX","2000-2059"
"11988","0.00","2","VX","LAX","LAS","1700-1759"
"12005","0.00","2","VX","LAS","SFO","0900-0959"
"12006","0.00","2","VX","SFO","LAS","1100-1159"
"12007","0.00","2","VX","LAS","SFO","1300-1359"
"12008","0.00","2","VX","LAS","SFO","1400-1459"
"12009","0.00","2","VX","SFO","LAS","1500-1559"
"12011","0.00","2","VX","LAS","SFO","1100-1159"
"12012","0.00","2","VX","SFO","LAS","1400-1459"
"12014","0.00","2","VX","SFO","LAS","1600-1659"
"12015","0.00","2","VX","LAX","SFO","0700-0759"
"12016","0.00","2","VX","SFO","LAX","1600-1659"
"12017","0.00","2","VX","LAX","SFO","1100-1159"
"12020","0.00","2","VX","LAX","SFO","1300-1359"
"12021","0.00","2","VX","SFO","LAX","1300-1359"
"12024","0.00","2","VX","LAX","SFO","1700-1759"
"12025","0.00","2","VX","LAX","SFO","1800-1859"
"12028","0.00","2","VX","SFO","LAX","1700-1759"
"12029","0.00","2","VX","SFO","LAX","2000-2059"
"12030","0.00","2","VX","LAX","SFO","2000-2059"
"12074","1.00","2","OO","ORD","CLT","1700-1759"
"12421","1.00","2","WN","ATL","LAS","1400-1459"
"12422","0.00","2","WN","ATL","LAS","0700-0759"
"12423","0.00","2","WN","ATL","LAS","1000-1059"
"12487","1.00","2","WN","LAX","LAS","1600-1659"
"12488","0.00","2","WN","LAX","LAS","0001-0559"
"12489","1.00","2","WN","LAX","LAS","0800-0859"
"12490","0.00","2","WN","LAX","LAS","1700-1759"
"12492","0.00","2","WN","LAX","LAS","1800-1859"
"12493","0.00","2","WN","LAX","LAS","0900-0959"
"12494","0.00","2","WN","LAX","LAS","1300-1359"
"12495","0.00","2","WN","LAX","LAS","1200-1259"
"12541","0.00","2","WN","PHX","LAS","1300-1359"
"12544","0.00","2","WN","PHX","LAS","1500-1559"
"12546","0.00","2","WN","PHX","LAS","2200-2259"
"12547","0.00","2","WN","PHX","LAS","1800-1859"
"12550","0.00","2","WN","PHX","LAS","2000-2059"
"12585","0.00","2","WN","SFO","LAS","1900-1959"
"12586","0.00","2","WN","SFO","LAS","1100-1159"
"13851","1.00","2","WN","LAS","ATL","2200-2259"
"13852","0.00","2","WN","LAS","ATL","1300-1359"
"13853","0.00","2","WN","LAS","ATL","1900-1959"
"13854","0.00","2","WN","LAX","ATL","0800-0859"
"13856","0.00","2","WN","LAX","ATL","1300-1359"
"13897","0.00","2","WN","PHX","ATL","0900-0959"
"13898","1.00","2","WN","PHX","ATL","2100-2159"
"14446","0.00","2","WN","ATL","PHX","1600-1659"
"14447","0.00","2","WN","ATL","PHX","0001-0559"
"14495","0.00","2","WN","LAS","PHX","1300-1359"
"14497","0.00","2","WN","LAS","PHX","1100-1159"
"14498","1.00","2","WN","LAS","PHX","2000-2059"
"14499","0.00","2","WN","LAS","PHX","0800-0859"
"14502","0.00","2","WN","LAS","PHX","1200-1259"
"14505","0.00","2","WN","LAX","PHX","0900-0959"
"14506","0.00","2","WN","LAX","PHX","1100-1159"
"14508","0.00","2","WN","LAX","PHX","1900-1959"
"14509","0.00","2","WN","LAX","PHX","0600-0659"
"14510","0.00","2","WN","LAX","PHX","0800-0859"
"14511","1.00","2","WN","LAX","PHX","1300-1359"
"14513","0.00","2","WN","LAX","PHX","1500-1559"
"14572","0.00","2","WN","SFO","PHX","1500-1559"
"14573","0.00","2","WN","SFO","PHX","1800-1859"
"14574","0.00","2","WN","SFO","PHX","0800-0859"
"14921","0.00","2","WN","LAS","SFO","2000-2059"
"14922","0.00","2","WN","LAS","SFO","1300-1359"
"14923","0.00","2","WN","LAS","SFO","1600-1659"
"14924","0.00","2","WN","LAS","SFO","1000-1059"
"14926","0.00","2","WN","LAS","SFO","0700-0759"
"14927","0.00","2","WN","LAX","SFO","1700-1759"
"14928","0.00","2","WN","LAX","SFO","1800-1859"
"14929","0.00","2","WN","LAX","SFO","0900-0959"
"14930","0.00","2","WN","LAX","SFO","1300-1359"
"14931","0.00","2","WN","LAX","SFO","2200-2259"
"14932","0.00","2","WN","LAX","SFO","0700-0759"
"14933","0.00","2","WN","LAX","SFO","1100-1159"
"14935","0.00","2","WN","LAX","SFO","1000-1059"
"14936","0.00","2","WN","LAX","SFO","1400-1459"
"14941","0.00","2","WN","PHX","SFO","0001-0559"
"14942","0.00","2","WN","PHX","SFO","1700-1759"
"15187","0.00","2","UA","LAX","SFO","1600-1659"
"15191","1.00","2","UA","ORD","LAX","1300-1359"
"15208","0.00","2","UA","ORD","DFW","1400-1459"
"15225","0.00","2","UA","SFO","LAX","1000-1059"
"15232","0.00","2","UA","LAX","LAS","0600-0659"
"15235","0.00","2","UA","LAS","LAX","2200-2259"
"15255","0.00","2","UA","DFW","ORD","0900-0959"
"15277","0.00","2","OO","ORD","DFW","1700-1759"
"15325","0.00","2","WN","LAS","LAX","1400-1459"
"15326","1.00","2","WN","LAS","LAX","2200-2259"
"15327","0.00","2","WN","LAS","LAX","1500-1559"
"15328","0.00","2","WN","LAS","LAX","0600-0659"
"15329","0.00","2","WN","LAS","LAX","0700-0759"
"15330","0.00","2","WN","LAS","LAX","1700-1759"
"15331","0.00","2","WN","LAS","LAX","2000-2059"
"15332","0.00","2","WN","LAS","LAX","0900-0959"
"15333","0.00","2","WN","LAS","LAX","0900-0959"
"15365","0.00","2","WN","PHX","LAX","2100-2159"
"15366","0.00","2","WN","PHX","LAX","0800-0859"
"15370","1.00","2","WN","PHX","LAX","1700-1759"
"15379","0.00","2","WN","SFO","LAX","0900-0959"
"15380","0.00","2","WN","SFO","LAX","1900-1959"
"15381","0.00","2","WN","SFO","LAX","0600-0659"
"15382","0.00","2","WN","SFO","LAX","2000-2059"
"15383","0.00","2","WN","SFO","LAX","1100-1159"
"15384","0.00","2","WN","SFO","LAX","1300-1359"
"15385","0.00","2","WN","SFO","LAX","1200-1259"
"15386","0.00","2","WN","SFO","LAX","1700-1759"
"15387","0.00","2","WN","SFO","LAX","1500-1559"
"15388","0.00","2","WN","SFO","LAX","0700-0759"
"15824","0.00","3","AA","LAX","JFK","0900-0959"
"15825","1.00","3","AA","JFK","LAX","0900-0959"
"15827","1.00","3","AA","JFK","LAX","1200-1259"
"15833","0.00","3","AA","SFO","JFK","0700-0759"
"15835","0.00","3","AA","JFK","SFO","1100-1159"
"15836","0.00","3","AA","SFO","JFK","0800-0859"
"15837","1.00","3","AA","JFK","SFO","1200-1259"
"15838","0.00","3","AA","SFO","JFK","1700-1759"
"15839","1.00","3","AA","JFK","SFO","2300-2359"
"15840","0.00","3","AA","LAX","JFK","1100-1159"
"15842","1.00","3","AA","LAX","JFK","1800-1859"
"15843","0.00","3","AA","JFK","LAX","1500-1559"
"15844","1.00","3","AA","LAX","JFK","2200-2259"
"15845","0.00","3","AA","JFK","SFO","0700-0759"
"15855","0.00","3","AA","JFK","LAX","0800-0859"
"15856","0.00","3","AA","DFW","SFO","0800-0859"
"15857","0.00","3","AA","SFO","DFW","1800-1859"
"15866","1.00","3","AA","LAX","JFK","1600-1659"
"15886","0.00","3","AA","DFW","PHX","1100-1159"
"15902","0.00","3","AA","DFW","LAS","0900-0959"
"15903","0.00","3","AA","LAS","DFW","1700-1759"
"15915","1.00","3","AA","ORD","SFO","0900-0959"
"15920","0.00","3","AA","JFK","SFO","0800-0859"
"15921","0.00","3","AA","PHX","DFW","0600-0659"
"15922","0.00","3","AA","ORD","PHX","0800-0859"
"15928","0.00","3","AA","LAS","LAX","1200-1259"
"15929","0.00","3","AA","LAX","JFK","0600-0659"
"15930","0.00","3","AA","JFK","LAX","1000-1059"
"15934","0.00","3","AA","SFO","JFK","1500-1559"
"15937","0.00","3","AA","ORD","DFW","0001-0559"
"15938","0.00","3","AA","DFW","ORD","2200-2259"
"15939","0.00","3","AA","ORD","LAS","0800-0859"
"15940","0.00","3","AA","LAS","ORD","1700-1759"
"15950","0.00","3","AA","ORD","LAX","0900-0959"
"15951","1.00","3","AA","LAX","ORD","1700-1759"
"15957","0.00","3","AA","LAX","JFK","1500-1559"
"15958","0.00","3","AA","JFK","LAX","0700-0759"
"15962","0.00","3","AA","LAX","JFK","2100-2159"
"15965","0.00","3","AA","SFO","ORD","1200-1259"
"15980","0.00","3","AA","SFO","LAX","1600-1659"
"15983","0.00","3","AA","SFO","JFK","1800-1859"
"15985","0.00","3","AA","SFO","JFK","1000-1059"
"15986","0.00","3","AA","JFK","LAX","1600-1659"
"15988","0.00","3","AA","LAX","LAS","0700-0759"
"15990","0.00","3","AA","DFW","LAS","0001-0559"
"16026","0.00","3","AA","SFO","DFW","1400-1459"
"16027","0.00","3","AA","CLT","JFK","0800-0859"
"16030","1.00","3","AA","ORD","JFK","0700-0759"
"16037","0.00","3","AA","DFW","ATL","1900-1959"
"16046","1.00","3","AA","SFO","ORD","1300-1359"
"16047","1.00","3","AA","ORD","SFO","0700-0759"
"16055","0.00","3","AA","SFO","DFW","1500-1559"
"16061","0.00","3","AA","LAX","JFK","1000-1059"
"16066","0.00","3","AA","DFW","SFO","1400-1459"
"16069","0.00","3","AA","DFW","LAS","0001-0559"
"16097","0.00","3","AA","ORD","DFW","1100-1159"
"16106","0.00","3","AA","DFW","ATL","1600-1659"
"16107","0.00","3","AA","ATL","DFW","1200-1259"
"16112","0.00","3","AA","DFW","ATL","0900-0959"
"16114","0.00","3","AA","ORD","SFO","1400-1459"
"16119","0.00","3","AA","SFO","LAX","1700-1759"
"16121","0.00","3","AA","SFO","LAX","1900-1959"
"16139","0.00","3","AA","DFW","SFO","0001-0559"
"16154","0.00","3","AA","SFO","LAX","0800-0859"
"16164","0.00","3","AA","JFK","SFO","2100-2159"
"16175","0.00","3","AA","JFK","LAX","0600-0659"
"16176","0.00","3","AA","LAX","JFK","2000-2059"
"16187","0.00","3","AA","LAS","ORD","1300-1359"
"16216","0.00","3","AA","LAX","DFW","2200-2259"
"16221","0.00","3","AA","ORD","LAS","1200-1259"
"16226","0.00","3","AA","ORD","SFO","1100-1159"
"16240","0.00","3","AA","DFW","CLT","1800-1859"
"16241","0.00","3","AA","CLT","DFW","1400-1459"
"16244","0.00","3","AA","PHX","DFW","0900-0959"
"16251","0.00","3","AA","LAS","PHX","0800-0859"
"16254","0.00","3","AA","SFO","LAX","1800-1859"
"16264","0.00","3","AA","LAX","ORD","0800-0859"
"16269","0.00","3","AA","ATL","DFW","1300-1359"
"16271","0.00","3","AA","ORD","DFW","1400-1459"
"16288","0.00","3","AA","SFO","DFW","2000-2059"
"16306","0.00","3","AA","ORD","LAX","0001-0559"
"16313","0.00","3","AA","ORD","PHX","1100-1159"
"16326","0.00","3","AA","ORD","LAX","1100-1159"
"16330","0.00","3","AA","ORD","DFW","2000-2059"
"16341","0.00","3","AA","ORD","DFW","0900-0959"
"16348","1.00","3","AA","DFW","JFK","1400-1459"
"16362","0.00","3","AA","ATL","DFW","2000-2059"
"16371","0.00","3","AA","ORD","DFW","1600-1659"
"16374","0.00","3","AA","LAX","ATL","1800-1859"
"16375","0.00","3","AA","ATL","LAX","1000-1059"
"16409","1.00","3","AA","JFK","ORD","1800-1859"
"16410","0.00","3","AA","ORD","LAX","1300-1359"
"16478","0.00","3","AA","ORD","LAX","1400-1459"
"16482","0.00","3","AA","DFW","ORD","0900-0959"
"16504","0.00","3","AA","LAX","ORD","1500-1559"
"16524","0.00","3","AA","PHX","ORD","0900-0959"
"16525","1.00","3","AA","JFK","PHX","1300-1359"
"16531","0.00","3","AA","PHX","JFK","0900-0959"
"16548","0.00","3","AA","ORD","PHX","1300-1359"
"16577","0.00","3","AA","LAX","LAS","1000-1059"
"16587","0.00","3","AA","DFW","PHX","0600-0659"
"16591","0.00","3","AA","SFO","DFW","1700-1759"
"16595","0.00","3","AA","LAS","DFW","1000-1059"
"16596","0.00","3","AA","DFW","LAS","1200-1259"
"16613","0.00","3","AA","ORD","SFO","2300-2359"
"16631","0.00","3","AA","LAS","LAX","2200-2259"
"16647","0.00","3","AA","LAX","ORD","0900-0959"
"16651","0.00","3","AA","ORD","ATL","0700-0759"
"16658","0.00","3","AA","CLT","DFW","1300-1359"
"16695","0.00","3","AA","SFO","ORD","1700-1759"
"16702","0.00","3","AA","DFW","ATL","0600-0659"
"16704","1.00","3","AA","JFK","CLT","2000-2059"
"16705","0.00","3","AA","CLT","DFW","1500-1559"
"16706","0.00","3","AA","DFW","ATL","1100-1159"
"16707","0.00","3","AA","ATL","DFW","0700-0759"
"16716","0.00","3","AA","ORD","DFW","1200-1259"
"16727","0.00","3","AA","DFW","ORD","0001-0559"
"16757","1.00","3","AA","LAX","ORD","1400-1459"
"16760","0.00","3","AA","LAX","ORD","1800-1859"
"16766","0.00","3","AA","CLT","DFW","1800-1859"
"16785","0.00","3","AA","PHX","ORD","1500-1559"
"16789","0.00","3","AA","LAX","DFW","0800-0859"
"16804","0.00","3","AA","PHX","ORD","1300-1359"
"16806","0.00","3","AA","DFW","PHX","1700-1759"
"16816","0.00","3","AA","ORD","LAX","0001-0559"
"16817","0.00","3","AA","LAX","ORD","2200-2259"
"16818","0.00","3","AA","LAX","DFW","1700-1759"
"16821","0.00","3","AA","DFW","ORD","1800-1859"
"16823","0.00","3","AA","DFW","SFO","1700-1759"
"16824","0.00","3","AA","DFW","ORD","2000-2059"
"16828","0.00","3","AA","SFO","ORD","1000-1059"
"16847","0.00","3","AA","DFW","SFO","1200-1259"
"16848","0.00","3","AA","ORD","DFW","1500-1559"
"16849","0.00","3","AA","ATL","ORD","1800-1859"
"16850","0.00","3","AA","ORD","DFW","0700-0759"
"16858","1.00","3","AA","DFW","ORD","1900-1959"
"16860","0.00","3","AA","ORD","DFW","1800-1859"
"16862","0.00","3","AA","DFW","ORD","1400-1459"
"16863","0.00","3","AA","ORD","DFW","0700-0759"
"16866","0.00","3","AA","ORD","DFW","1000-1059"
"16868","1.00","3","AA","DFW","ORD","0800-0859"
"16876","0.00","3","AA","DFW","ORD","1400-1459"
"16881","0.00","3","AA","LAX","DFW","2200-2259"
"16887","0.00","3","AA","LAX","DFW","1500-1559"
"16889","0.00","3","AA","LAX","DFW","0900-0959"
"16890","0.00","3","AA","DFW","LAX","1200-1259"
"16900","0.00","3","AA","SFO","LAX","1200-1259"
"16944","0.00","3","AA","LAS","DFW","0800-0859"
"16949","1.00","3","AA","DFW","LAX","0001-0559"
"16952","0.00","3","AA","DFW","LAX","1200-1259"
"16954","0.00","3","AA","DFW","LAX","0001-0559"
"16955","1.00","3","AA","DFW","LAX","0001-0559"
"16957","0.00","3","AA","ATL","DFW","1800-1859"
"16958","0.00","3","AA","DFW","LAX","1100-1159"
"16965","0.00","3","AA","DFW","SFO","1100-1159"
"16972","1.00","3","AA","LAX","DFW","1800-1859"
"16978","0.00","3","AA","LAX","DFW","1500-1559"
"16994","0.00","3","AA","ATL","LAX","1600-1659"
"16996","0.00","3","AA","DFW","ORD","0600-0659"
"17000","0.00","3","AA","DFW","ORD","0700-0759"
"17003","0.00","3","AA","ORD","DFW","1300-1359"
"17004","0.00","3","AA","DFW","ORD","1000-1059"
"17011","0.00","3","AA","DFW","LAX","0600-0659"
"17030","0.00","3","AA","LAX","ATL","1200-1259"
"17031","0.00","3","AA","LAX","SFO","1400-1459"
"17033","0.00","3","AA","DFW","LAX","1000-1059"
"17039","0.00","3","AA","DFW","CLT","0600-0659"
"17046","1.00","3","AA","CLT","ORD","0800-0859"
"17052","0.00","3","AA","SFO","CLT","0700-0759"
"17057","0.00","3","AA","PHX","LAS","1100-1159"
"17060","0.00","3","AA","PHX","LAX","1700-1759"
"17068","0.00","3","AA","PHX","CLT","1100-1159"
"17070","0.00","3","AA","PHX","LAX","1000-1059"
"17074","0.00","3","AA","CLT","PHX","0600-0659"
"17087","0.00","3","AA","PHX","CLT","1400-1459"
"17089","0.00","3","AA","LAX","PHX","1800-1859"
"17098","0.00","3","AA","CLT","LAX","1100-1159"
"17099","0.00","3","AA","LAX","CLT","1600-1659"
