"","ARR_DEL15","DAY_OF_WEEK","CARRIER","DEST","ORIGIN","DEP_TIME_BLK"
"209069","0.00","1","OO","LAX","LAS","0900-0959"
"209149","0.00","1","OO","SFO","DFW","1800-1859"
"209161","0.00","1","OO","DFW","LAX","1000-1059"
"209177","0.00","1","OO","ATL","ORD","1300-1359"
"209234","0.00","1","OO","LAX","PHX","0001-0559"
"209319","1.00","1","OO","DFW","ORD","0600-0659"
"209358","0.00","1","OO","PHX","SFO","0900-0959"
"209360","0.00","1","OO","LAX","DFW","0600-0659"
"209412","0.00","1","OO","CLT","ORD","1600-1659"
"209418","0.00","1","OO","PHX","LAX","1200-1259"
"209421","1.00","1","OO","PHX","LAX","0600-0659"
"209423","0.00","1","OO","PHX","LAX","1600-1659"
"209461","0.00","1","OO","SFO","DFW","1600-1659"
"209470","0.00","1","OO","LAX","DFW","1600-1659"
"209473","0.00","1","OO","LAX","PHX","1900-1959"
"209481","0.00","1","UA","LAS","SFO","1500-1559"
"209502","0.00","1","UA","ORD","SFO","2300-2359"
"209514","0.00","1","UA","LAX","SFO","1900-1959"
"209536","0.00","1","UA","ORD","ATL","1000-1059"
"209558","0.00","1","UA","SFO","LAS","1000-1059"
"209563","0.00","1","UA","LAX","SFO","0600-0659"
"209571","0.00","1","UA","ORD","SFO","1400-1459"
"209591","0.00","1","UA","LAX","SFO","1600-1659"
"209595","0.00","1","UA","ORD","LAX","1300-1359"
"209602","0.00","1","UA","DFW","SFO","1000-1059"
"209625","0.00","1","UA","LAX","ORD","1500-1559"
"209658","0.00","1","UA","SFO","LAX","2200-2259"
"209663","0.00","1","UA","ATL","SFO","2200-2259"
"209678","0.00","1","UA","LAX","SFO","1500-1559"
"209688","0.00","1","UA","SFO","LAS","1500-1559"
"209712","0.00","1","UA","PHX","ORD","1600-1659"
"209726","0.00","1","UA","ORD","SFO","1500-1559"
"209732","0.00","1","UA","LAS","SFO","1900-1959"
"209749","0.00","1","UA","ORD","LAX","0600-0659"
"209756","0.00","1","UA","SFO","LAX","0600-0659"
"209765","0.00","1","UA","SFO","LAX","1300-1359"
"209779","0.00","1","UA","LAX","SFO","1300-1359"
"209818","0.00","1","NK","DFW","LAS","0001-0559"
"209823","0.00","1","NK","ATL","ORD","1200-1259"
"209833","0.00","1","NK","LAS","ORD","1500-1559"
"209839","0.00","1","UA","SFO","LAS","0600-0659"
"209842","0.00","1","UA","LAS","LAX","0800-0859"
"209859","0.00","1","UA","SFO","ORD","1000-1059"
"209874","0.00","1","UA","LAS","SFO","1700-1759"
"209879","1.00","1","UA","ATL","ORD","1600-1659"
"209896","0.00","1","UA","LAX","ORD","1000-1059"
"209962","1.00","1","UA","LAX","LAS","1900-1959"
"210002","1.00","1","UA","ORD","SFO","0800-0859"
"210009","0.00","1","UA","ORD","SFO","1000-1059"
"210024","0.00","1","UA","ORD","CLT","1000-1059"
"210045","0.00","1","UA","LAX","SFO","1100-1159"
"210048","0.00","1","UA","ORD","PHX","0800-0859"
"210051","0.00","1","UA","ORD","LAX","2300-2359"
"210074","0.00","1","UA","ORD","SFO","0001-0559"
"210076","0.00","1","UA","SFO","ORD","1600-1659"
"210098","0.00","1","UA","ORD","SFO","1300-1359"
"210111","0.00","1","UA","SFO","LAX","0900-0959"
"210125","0.00","1","UA","PHX","ORD","1200-1259"
"210128","0.00","1","UA","PHX","ORD","0900-0959"
"210134","0.00","1","UA","SFO","LAX","2000-2059"
"210138","0.00","1","UA","ORD","SFO","0600-0659"
"210153","1.00","1","UA","SFO","ORD","1700-1759"
"210176","0.00","1","UA","SFO","ORD","0700-0759"
"210185","0.00","1","UA","SFO","ORD","0900-0959"
"210199","0.00","1","UA","DFW","ORD","0900-0959"
"210205","1.00","1","UA","SFO","LAX","0800-0859"
"210211","0.00","1","UA","ORD","CLT","0700-0759"
"210213","0.00","1","UA","ORD","DFW","1200-1259"
"210225","1.00","1","UA","LAX","SFO","0900-0959"
"210230","0.00","1","UA","SFO","LAX","1000-1059"
"210238","0.00","1","UA","SFO","LAS","0800-0859"
"210239","0.00","1","UA","SFO","ORD","1000-1059"
"210253","0.00","1","UA","LAS","ORD","0900-0959"
"210414","0.00","1","UA","SFO","LAX","0600-0659"
"210446","0.00","1","UA","PHX","SFO","1100-1159"
"210450","0.00","1","UA","ORD","SFO","0800-0859"
"210479","1.00","1","UA","ORD","ATL","2000-2059"
"210491","0.00","1","UA","LAS","LAX","2200-2259"
"210508","0.00","1","UA","DFW","SFO","0800-0859"
"210515","0.00","1","UA","LAS","SFO","0900-0959"
"210564","0.00","1","UA","LAX","SFO","1700-1759"
"210589","0.00","1","UA","ATL","SFO","0800-0859"
"210592","0.00","1","UA","SFO","ATL","1800-1859"
"210605","0.00","1","UA","LAX","ORD","1200-1259"
"210628","0.00","1","UA","ORD","DFW","1500-1559"
"210635","0.00","1","UA","DFW","ORD","1500-1559"
"210673","0.00","1","UA","ORD","DFW","1900-1959"
"210675","0.00","1","UA","PHX","SFO","1200-1259"
"210752","0.00","1","UA","SFO","PHX","1600-1659"
"210813","0.00","1","UA","ORD","LAX","0900-0959"
"210819","0.00","1","UA","ORD","LAX","0600-0659"
"210932","0.00","1","UA","ORD","PHX","1500-1559"
"210934","0.00","1","UA","LAX","ORD","0900-0959"
"210950","0.00","1","UA","SFO","DFW","1000-1059"
"210964","0.00","1","UA","SFO","ORD","1500-1559"
"210965","0.00","1","UA","LAX","SFO","1800-1859"
"210968","0.00","1","UA","ORD","SFO","1200-1259"
"210970","1.00","1","UA","ORD","SFO","1800-1859"
"210972","0.00","1","UA","SFO","LAS","1200-1259"
"210977","0.00","1","UA","PHX","SFO","1900-1959"
"210998","0.00","1","VX","JFK","SFO","0700-0759"
"210999","0.00","1","VX","LAS","LAX","1100-1159"
"211000","0.00","1","VX","LAX","LAS","1200-1259"
"211013","0.00","1","VX","SFO","LAX","0900-0959"
"211014","0.00","1","VX","LAX","SFO","0900-0959"
"211016","0.00","1","VX","SFO","LAX","1400-1459"
"211018","0.00","1","VX","SFO","ORD","0800-0859"
"211019","0.00","1","VX","ORD","SFO","0700-0759"
"211020","0.00","1","VX","ORD","SFO","1100-1159"
"211021","0.00","1","VX","SFO","ORD","1400-1459"
"211022","0.00","1","VX","ORD","SFO","1600-1659"
"211023","0.00","1","VX","SFO","ORD","1800-1859"
"211030","0.00","1","VX","LAX","ORD","0900-0959"
"211031","0.00","1","VX","ORD","LAX","1000-1059"
"211032","0.00","1","VX","ORD","LAX","1700-1759"
"211033","0.00","1","VX","SFO","JFK","1000-1059"
"211034","0.00","1","VX","LAX","ORD","1700-1759"
"211035","1.00","1","VX","JFK","SFO","1300-1359"
"211037","1.00","1","VX","SFO","LAS","1200-1259"
"211038","0.00","1","VX","SFO","JFK","1100-1159"
"211039","0.00","1","VX","JFK","LAS","2200-2259"
"211040","0.00","1","VX","LAS","SFO","1900-1959"
"211041","1.00","1","VX","JFK","SFO","1500-1559"
"211054","0.00","1","VX","JFK","SFO","2300-2359"
"211065","0.00","1","VX","JFK","LAX","1000-1059"
"211067","0.00","1","VX","LAX","JFK","1300-1359"
"211068","1.00","1","VX","JFK","LAX","1300-1359"
"211069","0.00","1","VX","LAX","JFK","1600-1659"
"211071","1.00","1","VX","JFK","LAX","1500-1559"
"211076","0.00","1","VX","LAX","LAS","1400-1459"
"211077","0.00","1","VX","LAS","LAX","1500-1559"
"211079","0.00","1","VX","LAS","LAX","2000-2059"
"211125","0.00","1","VX","LAX","LAS","1700-1759"
"211143","0.00","1","VX","SFO","LAS","1100-1159"
"211144","0.00","1","VX","LAS","SFO","1300-1359"
"211145","0.00","1","VX","LAS","SFO","1400-1459"
"211146","0.00","1","VX","SFO","LAS","1500-1559"
"211148","0.00","1","VX","LAS","SFO","1100-1159"
"211150","0.00","1","VX","SFO","LAS","1600-1659"
"211151","0.00","1","VX","LAX","SFO","0700-0759"
"211152","1.00","1","VX","SFO","LAX","1600-1659"
"211153","0.00","1","VX","LAX","SFO","1100-1159"
"211154","1.00","1","VX","SFO","LAX","0700-0759"
"211156","0.00","1","VX","LAX","SFO","1300-1359"
"211158","0.00","1","VX","LAX","SFO","1500-1559"
"211160","0.00","1","VX","LAX","SFO","1700-1759"
"211161","1.00","1","VX","LAX","SFO","1800-1859"
"211163","1.00","1","VX","LAX","SFO","1900-1959"
"211164","0.00","1","VX","SFO","LAX","1700-1759"
"211165","1.00","1","VX","SFO","LAX","2000-2059"
"211214","0.00","1","OO","DFW","ORD","2200-2259"
"211446","0.00","1","WN","ATL","LAS","1400-1459"
"211447","0.00","1","WN","ATL","LAS","0700-0759"
"211448","0.00","1","WN","ATL","LAS","1000-1059"
"211449","0.00","1","WN","ATL","LAS","0001-0559"
"211509","0.00","1","WN","LAX","LAS","1400-1459"
"211510","1.00","1","WN","LAX","LAS","1900-1959"
"211513","0.00","1","WN","LAX","LAS","0001-0559"
"211514","0.00","1","WN","LAX","LAS","0800-0859"
"211515","0.00","1","WN","LAX","LAS","1700-1759"
"211516","0.00","1","WN","LAX","LAS","1800-1859"
"211517","1.00","1","WN","LAX","LAS","0900-0959"
"211519","1.00","1","WN","LAX","LAS","1200-1259"
"211564","0.00","1","WN","PHX","LAS","0800-0859"
"211565","0.00","1","WN","PHX","LAS","1300-1359"
"211568","0.00","1","WN","PHX","LAS","1500-1559"
"211569","0.00","1","WN","PHX","LAS","0900-0959"
"211570","0.00","1","WN","PHX","LAS","1800-1859"
"211571","0.00","1","WN","PHX","LAS","0700-0759"
"211572","0.00","1","WN","PHX","LAS","0600-0659"
"211606","0.00","1","WN","SFO","LAS","1900-1959"
"211607","0.00","1","WN","SFO","LAS","1100-1159"
"211608","0.00","1","WN","SFO","LAS","0700-0759"
"211610","0.00","1","WN","SFO","LAS","1400-1459"
"211652","0.00","1","WN","ATL","LAX","0900-0959"
"211677","0.00","1","WN","LAS","LAX","1400-1459"
"211680","0.00","1","WN","LAS","LAX","0700-0759"
"211681","1.00","1","WN","LAS","LAX","1700-1759"
"211682","0.00","1","WN","LAS","LAX","2000-2059"
"211683","0.00","1","WN","LAS","LAX","0900-0959"
"211684","0.00","1","WN","LAS","LAX","0900-0959"
"211685","0.00","1","WN","LAS","LAX","1100-1159"
"211687","0.00","1","WN","LAS","LAX","1200-1259"
"211716","0.00","1","WN","PHX","LAX","0800-0859"
"211717","0.00","1","WN","PHX","LAX","1500-1559"
"211718","0.00","1","WN","PHX","LAX","0001-0559"
"211719","0.00","1","WN","PHX","LAX","1700-1759"
"211720","1.00","1","WN","PHX","LAX","1000-1059"
"211722","0.00","1","WN","PHX","LAX","1300-1359"
"211723","0.00","1","WN","PHX","LAX","1900-1959"
"211730","0.00","1","WN","SFO","LAX","1900-1959"
"211731","1.00","1","WN","SFO","LAX","0600-0659"
"211732","0.00","1","WN","SFO","LAX","1100-1159"
"211735","0.00","1","WN","SFO","LAX","1700-1759"
"211736","0.00","1","WN","SFO","LAX","1500-1559"
"211737","0.00","1","WN","SFO","LAX","0700-0759"
"213265","0.00","1","WN","LAS","ATL","2200-2259"
"213266","0.00","1","WN","LAS","ATL","1300-1359"
"213267","0.00","1","WN","LAS","ATL","1900-1959"
"213269","0.00","1","WN","LAX","ATL","2100-2159"
"213270","0.00","1","WN","LAX","ATL","1300-1359"
"213309","0.00","1","WN","PHX","ATL","0900-0959"
"213310","0.00","1","WN","PHX","ATL","2100-2159"
"213817","0.00","1","WN","ATL","PHX","1600-1659"
"213866","0.00","1","WN","LAS","PHX","1300-1359"
"213868","0.00","1","WN","LAS","PHX","1100-1159"
"213872","1.00","1","WN","LAS","PHX","1600-1659"
"213873","0.00","1","WN","LAS","PHX","1200-1259"
"213874","0.00","1","WN","LAS","PHX","0900-0959"
"213876","0.00","1","WN","LAX","PHX","1100-1159"
"213878","0.00","1","WN","LAX","PHX","0600-0659"
"213881","1.00","1","WN","LAX","PHX","1700-1759"
"213883","1.00","1","WN","LAX","PHX","2100-2159"
"213942","1.00","1","WN","SFO","PHX","1800-1859"
"213943","1.00","1","WN","SFO","PHX","1500-1559"
"213944","0.00","1","WN","SFO","PHX","0800-0859"
"213945","0.00","1","WN","SFO","PHX","1100-1159"
"214285","0.00","1","WN","LAS","SFO","2000-2059"
"214287","0.00","1","WN","LAS","SFO","1600-1659"
"214288","0.00","1","WN","LAS","SFO","1000-1059"
"214289","0.00","1","WN","LAS","SFO","0001-0559"
"214290","0.00","1","WN","LAS","SFO","0700-0759"
"214293","0.00","1","WN","LAX","SFO","0900-0959"
"214294","0.00","1","WN","LAX","SFO","1300-1359"
"214296","0.00","1","WN","LAX","SFO","1100-1159"
"214297","0.00","1","WN","LAX","SFO","2000-2059"
"214303","0.00","1","WN","PHX","SFO","1200-1259"
"214304","0.00","1","WN","PHX","SFO","0001-0559"
"214305","1.00","1","WN","PHX","SFO","1700-1759"
"214306","0.00","1","WN","PHX","SFO","0900-0959"
"214474","0.00","1","UA","ORD","LAX","1600-1659"
"214497","0.00","1","UA","LAS","SFO","2200-2259"
"214511","0.00","1","UA","LAX","ORD","1200-1259"
"214515","1.00","1","UA","SFO","ORD","1200-1259"
"214526","0.00","1","UA","CLT","ORD","2000-2059"
"214528","0.00","1","UA","SFO","LAS","1400-1459"
"214529","0.00","1","UA","ORD","LAX","1000-1059"
"214531","1.00","1","UA","LAX","SFO","0800-0859"
"214532","1.00","1","UA","SFO","LAX","1900-1959"
"214878","0.00","2","AA","LAX","JFK","0900-0959"
"214879","0.00","2","AA","JFK","LAX","0900-0959"
"214880","0.00","2","AA","LAX","JFK","1200-1259"
"214881","0.00","2","AA","JFK","LAX","1200-1259"
"214887","0.00","2","AA","SFO","JFK","0700-0759"
"214888","0.00","2","AA","JFK","LAX","2100-2159"
"214889","0.00","2","AA","JFK","SFO","1100-1159"
"214890","0.00","2","AA","SFO","JFK","0800-0859"
"214891","1.00","2","AA","JFK","SFO","1200-1259"
"214892","0.00","2","AA","SFO","JFK","1700-1759"
"214893","0.00","2","AA","JFK","SFO","2300-2359"
"214894","0.00","2","AA","LAX","JFK","1100-1159"
"214896","0.00","2","AA","LAX","JFK","1800-1859"
"214897","0.00","2","AA","JFK","LAX","1500-1559"
"214898","1.00","2","AA","LAX","JFK","2200-2259"
"214902","0.00","2","AA","JFK","LAX","2200-2259"
"214907","0.00","2","AA","LAX","JFK","0800-0859"
"214908","0.00","2","AA","JFK","LAX","0800-0859"
"214909","0.00","2","AA","DFW","SFO","0800-0859"
"214910","0.00","2","AA","SFO","DFW","1800-1859"
"214912","0.00","2","AA","ORD","LAX","0700-0759"
"214917","0.00","2","AA","JFK","ORD","1200-1259"
"214918","0.00","2","AA","ORD","JFK","1700-1759"
"214919","0.00","2","AA","LAX","JFK","1600-1659"
"214939","0.00","2","AA","DFW","PHX","1100-1159"
"214955","0.00","2","AA","DFW","LAS","0900-0959"
"214956","0.00","2","AA","LAS","DFW","1700-1759"
"214966","0.00","2","AA","SFO","DFW","0700-0759"
"214972","0.00","2","AA","JFK","SFO","0800-0859"
"214974","0.00","2","AA","ORD","PHX","0800-0859"
"214980","0.00","2","AA","LAS","LAX","1200-1259"
"214984","0.00","2","AA","ORD","SFO","0001-0559"
"214991","0.00","2","AA","DFW","ORD","2200-2259"
"214993","0.00","2","AA","LAS","ORD","1700-1759"
"215010","0.00","2","AA","LAX","JFK","1500-1559"
"215016","0.00","2","AA","LAX","JFK","2100-2159"
"215020","0.00","2","AA","SFO","ORD","1200-1259"
"215036","0.00","2","AA","SFO","LAX","1600-1659"
"215037","0.00","2","AA","LAX","SFO","2000-2059"
"215042","0.00","2","AA","SFO","JFK","1000-1059"
"215043","0.00","2","AA","JFK","LAX","1600-1659"
"215082","0.00","2","AA","DFW","CLT","1100-1159"
"215083","0.00","2","AA","SFO","DFW","1400-1459"
"215087","0.00","2","AA","ORD","JFK","0700-0759"
"215104","0.00","2","AA","ORD","SFO","0700-0759"
"215112","0.00","2","AA","SFO","DFW","1500-1559"
"215118","1.00","2","AA","LAX","JFK","1000-1059"
"215119","0.00","2","AA","JFK","LAX","1300-1359"
"215121","0.00","2","AA","SFO","DFW","1100-1159"
"215124","0.00","2","AA","LAS","DFW","1800-1859"
"215125","0.00","2","AA","DFW","LAS","0001-0559"
"215147","0.00","2","AA","CLT","JFK","0800-0859"
"215153","0.00","2","AA","ORD","DFW","1100-1159"
"215162","0.00","2","AA","DFW","ATL","1600-1659"
"215168","0.00","2","AA","DFW","ATL","0900-0959"
"215169","0.00","2","AA","SFO","DFW","1200-1259"
"215175","0.00","2","AA","SFO","LAX","1700-1759"
"215178","0.00","2","AA","SFO","LAX","1900-1959"
"215185","0.00","2","AA","JFK","DFW","1700-1759"
"215196","1.00","2","AA","DFW","SFO","0001-0559"
"215231","0.00","2","AA","JFK","LAX","0600-0659"
"215232","0.00","2","AA","LAX","JFK","2000-2059"
"215243","0.00","2","AA","LAS","ORD","1300-1359"
"215272","0.00","2","AA","SFO","LAX","0800-0859"
"215280","0.00","2","AA","LAX","SFO","1800-1859"
"215282","0.00","2","AA","SFO","ORD","0700-0759"
"215297","0.00","2","AA","DFW","CLT","1800-1859"
"215298","0.00","2","AA","CLT","DFW","1400-1459"
"215300","0.00","2","AA","DFW","SFO","1000-1059"
"215307","0.00","2","AA","PHX","ORD","0001-0559"
"215308","0.00","2","AA","LAS","PHX","0800-0859"
"215322","0.00","2","AA","LAX","ORD","0800-0859"
"215329","0.00","2","AA","ORD","DFW","1400-1459"
"215345","0.00","2","AA","SFO","DFW","2000-2059"
"215363","0.00","2","AA","ORD","LAX","0001-0559"
"215369","0.00","2","AA","ORD","PHX","1100-1159"
"215382","0.00","2","AA","ORD","LAX","1100-1159"
"215386","0.00","2","AA","ORD","DFW","2000-2059"
"215405","1.00","2","AA","DFW","JFK","1400-1459"
"215418","0.00","2","AA","ATL","DFW","2000-2059"
"215425","0.00","2","AA","LAX","ORD","0700-0759"
"215429","0.00","2","AA","LAX","ATL","1800-1859"
"215450","0.00","2","AA","DFW","ORD","1300-1359"
"215462","0.00","2","AA","JFK","ORD","1800-1859"
"215483","0.00","2","AA","SFO","DFW","2100-2159"
"215485","0.00","2","AA","DFW","LAS","1700-1759"
"215538","1.00","2","AA","JFK","DFW","1100-1159"
"215573","0.00","2","AA","JFK","PHX","1300-1359"
"215579","0.00","2","AA","PHX","JFK","0900-0959"
"215592","0.00","2","AA","ORD","PHX","1400-1459"
"215595","0.00","2","AA","ORD","PHX","1300-1359"
"215622","0.00","2","AA","LAX","LAS","1000-1059"
"215632","0.00","2","AA","DFW","PHX","0600-0659"
"215636","0.00","2","AA","SFO","DFW","1700-1759"
"215641","0.00","2","AA","DFW","LAS","1200-1259"
"215656","0.00","2","AA","ORD","SFO","2300-2359"
"215664","0.00","2","AA","ORD","ATL","1100-1159"
"215665","0.00","2","AA","ATL","ORD","0800-0859"
"215674","0.00","2","AA","LAS","LAX","2200-2259"
"215706","1.00","2","AA","PHX","ORD","2000-2059"
"215745","0.00","2","AA","CLT","DFW","1500-1559"
"215746","0.00","2","AA","DFW","ATL","1100-1159"
"215767","0.00","2","AA","DFW","ORD","0001-0559"
"215786","0.00","2","AA","DFW","SFO","1200-1259"
"215826","0.00","2","AA","LAX","DFW","0800-0859"
"215841","0.00","2","AA","PHX","ORD","1300-1359"
"215852","0.00","2","AA","ORD","LAX","0001-0559"
"215853","0.00","2","AA","LAX","ORD","2200-2259"
"215854","0.00","2","AA","LAX","DFW","1700-1759"
"215857","0.00","2","AA","DFW","ORD","1800-1859"
"215859","0.00","2","AA","DFW","SFO","1700-1759"
"215864","0.00","2","AA","SFO","ORD","1000-1059"
"215881","0.00","2","AA","SFO","DFW","0900-0959"
"215883","0.00","2","AA","ATL","ORD","1800-1859"
"215884","0.00","2","AA","ORD","DFW","0700-0759"
"215894","0.00","2","AA","ORD","DFW","1900-1959"
"215895","0.00","2","AA","DFW","ORD","1400-1459"
"215896","0.00","2","AA","ORD","DFW","0700-0759"
"215898","0.00","2","AA","DFW","ORD","1200-1259"
"215899","0.00","2","AA","ORD","DFW","1000-1059"
"215901","0.00","2","AA","DFW","ORD","0800-0859"
"215903","0.00","2","AA","DFW","ORD","1600-1659"
"215910","0.00","2","AA","DFW","ORD","1400-1459"
"215914","0.00","2","AA","DFW","LAX","0700-0759"
"215916","0.00","2","AA","LAX","DFW","2200-2259"
"215920","0.00","2","AA","LAS","DFW","1500-1559"
"215921","0.00","2","AA","DFW","LAX","1900-1959"
"215922","0.00","2","AA","LAX","DFW","1500-1559"
"215924","0.00","2","AA","LAX","DFW","0900-0959"
"215925","0.00","2","AA","DFW","LAX","1200-1259"
"215941","1.00","2","AA","DFW","CLT","1300-1359"
"215978","0.00","2","AA","ORD","LAX","0600-0659"
"215979","0.00","2","AA","LAS","DFW","0800-0859"
"215984","0.00","2","AA","DFW","LAX","0001-0559"
"215986","0.00","2","AA","LAX","DFW","0700-0759"
"215987","0.00","2","AA","DFW","LAX","1200-1259"
"215989","0.00","2","AA","DFW","LAX","0001-0559"
"215992","0.00","2","AA","ATL","DFW","1800-1859"
"215993","0.00","2","AA","DFW","LAX","1100-1159"
"215998","1.00","2","AA","DFW","SFO","1100-1159"
"216001","0.00","2","AA","LAX","DFW","1100-1159"
"216005","0.00","2","AA","LAX","DFW","1800-1859"
"216010","0.00","2","AA","LAX","DFW","2000-2059"
"216028","0.00","2","AA","ATL","LAX","1600-1659"
"216029","0.00","2","AA","DFW","LAS","1600-1659"
"216030","0.00","2","AA","DFW","ORD","0600-0659"
"216034","0.00","2","AA","DFW","ORD","0700-0759"
"216037","0.00","2","AA","ORD","DFW","1300-1359"
"216038","0.00","2","AA","DFW","ORD","1000-1059"
"216046","0.00","2","AA","DFW","LAX","0600-0659"
"216047","0.00","2","AA","DFW","LAX","0600-0659"
"216052","0.00","2","AA","LAX","DFW","1000-1059"
"216061","0.00","2","AA","DFW","SFO","0600-0659"
"216064","0.00","2","AA","LAX","ATL","1200-1259"
"216065","0.00","2","AA","LAX","SFO","1400-1459"
"216067","0.00","2","AA","DFW","LAX","1000-1059"
"216073","0.00","2","AA","DFW","LAX","0800-0859"
"216074","0.00","2","AA","DFW","CLT","0600-0659"
"216076","0.00","2","AA","LAX","ATL","0700-0759"
"216085","0.00","2","AA","DFW","JFK","0600-0659"
"216091","0.00","2","AA","LAX","DFW","1600-1659"
"216092","0.00","2","AA","LAX","DFW","1000-1059"
"216093","0.00","2","AA","LAS","ORD","1000-1059"
"216099","0.00","2","AA","SFO","ORD","1500-1559"
"216101","0.00","2","AA","LAX","DFW","1700-1759"
"216103","0.00","2","AA","LAX","DFW","1300-1359"
"216104","0.00","2","AA","LAX","DFW","1300-1359"
"216105","0.00","2","AA","DFW","LAX","1500-1559"
"216130","0.00","2","AA","ATL","CLT","1100-1159"
"216148","0.00","2","AA","LAS","PHX","1400-1459"
"216163","0.00","2","AA","LAS","PHX","1100-1159"
"216165","0.00","2","AA","CLT","DFW","0700-0759"
"216189","0.00","2","AA","ORD","CLT","2000-2059"
"216191","0.00","2","AA","PHX","SFO","0900-0959"
"216201","0.00","2","AA","ORD","CLT","1100-1159"
"216209","0.00","2","AA","CLT","LAS","1100-1159"
"216218","0.00","2","AA","CLT","SFO","0800-0859"
"216224","0.00","2","AA","CLT","ORD","1800-1859"
"216245","1.00","2","AA","CLT","ORD","1200-1259"
"216258","0.00","2","AA","CLT","ATL","0700-0759"
"216264","0.00","2","AA","ORD","CLT","1700-1759"
"216269","0.00","2","AA","CLT","ORD","0001-0559"
"216312","0.00","2","AA","ORD","CLT","0900-0959"
"216342","0.00","2","AA","CLT","LAX","0600-0659"
"216364","0.00","2","AA","ORD","CLT","0700-0759"
"216372","0.00","2","AA","LAX","CLT","0700-0759"
"216405","0.00","2","AA","CLT","PHX","0001-0559"
"216407","1.00","2","AA","LAX","PHX","1400-1459"
"216414","0.00","2","AA","SFO","CLT","1600-1659"
"216424","0.00","2","AA","CLT","DFW","1100-1159"
"216428","0.00","2","AA","CLT","JFK","1000-1059"
"216451","0.00","2","AA","LAX","CLT","0900-0959"
"216452","0.00","2","AA","CLT","JFK","0600-0659"
"216471","0.00","2","AA","CLT","PHX","0700-0759"
"216474","0.00","2","AA","CLT","ATL","1500-1559"
"216480","1.00","2","AA","DFW","CLT","0700-0759"
"216481","1.00","2","AA","CLT","DFW","0900-0959"
"216482","0.00","2","AA","CLT","DFW","0001-0559"
"216571","1.00","2","AA","DFW","CLT","1800-1859"
"216576","1.00","2","AA","SFO","PHX","1400-1459"
"216582","0.00","2","AA","PHX","ORD","1000-1059"
"216587","0.00","2","AA","CLT","JFK","1700-1759"
"216591","0.00","2","AA","PHX","ORD","0700-0759"
"216597","0.00","2","AA","SFO","PHX","1100-1159"
"216600","0.00","2","AA","PHX","LAX","0700-0759"
"216602","1.00","2","AA","PHX","CLT","1700-1759"
"216604","0.00","2","AA","ORD","PHX","1600-1659"
"216610","0.00","2","AA","PHX","LAX","1000-1059"
"216635","0.00","2","AA","SFO","CLT","1100-1159"
"216636","0.00","2","AA","CLT","ORD","0700-0759"
"216644","0.00","2","AA","CLT","DFW","0800-0859"
"216651","0.00","2","AA","PHX","SFO","1500-1559"
"216657","0.00","2","AA","ORD","PHX","1900-1959"
"216690","0.00","2","AA","PHX","DFW","1100-1159"
"216691","0.00","2","AA","DFW","PHX","0700-0759"
"216693","0.00","2","AA","PHX","CLT","1600-1659"
"216707","0.00","2","AA","PHX","DFW","1700-1759"
"216713","1.00","2","AA","DFW","PHX","1900-1959"
"216718","1.00","2","AA","PHX","LAX","1200-1259"
"216719","0.00","2","AA","DFW","PHX","1600-1659"
"216722","0.00","2","AA","PHX","SFO","1200-1259"
"216728","0.00","2","AA","PHX","DFW","0800-0859"
"216733","1.00","2","AA","LAS","DFW","2200-2259"
"216736","0.00","2","AA","PHX","DFW","1300-1359"
"216737","0.00","2","AA","DFW","LAS","0700-0759"
"216741","0.00","2","AA","LAX","LAS","1800-1859"
"216758","0.00","2","AA","JFK","PHX","1000-1059"
"216761","0.00","2","AA","CLT","LAX","0700-0759"
"216763","0.00","2","AA","ATL","CLT","0900-0959"
"216766","1.00","2","AA","JFK","CLT","1300-1359"
"216769","0.00","2","AA","ATL","PHX","0900-0959"
"216770","0.00","2","AA","ATL","PHX","1300-1359"
"216776","0.00","2","AA","CLT","PHX","0900-0959"
"216779","0.00","2","AA","JFK","PHX","1600-1659"
"216785","0.00","2","AA","PHX","CLT","1300-1359"
"216787","0.00","2","AA","ORD","CLT","1400-1459"
"216789","0.00","2","AA","PHX","ORD","1700-1759"
"216791","0.00","2","AA","PHX","JFK","0600-0659"
"216793","0.00","2","AA","LAS","PHX","1800-1859"
"216809","0.00","2","AA","PHX","LAS","0600-0659"
"216817","0.00","2","AA","CLT","ORD","0800-0859"
"216818","0.00","2","AA","CLT","ATL","0001-0559"
"216821","0.00","2","AA","SFO","CLT","0700-0759"
"216825","0.00","2","AA","PHX","LAS","1100-1159"
"216838","0.00","2","AA","CLT","PHX","0600-0659"
"216853","0.00","2","AA","CLT","LAX","2200-2259"
"216858","0.00","2","AA","CLT","LAX","1100-1159"
"216859","1.00","2","AA","LAX","CLT","1600-1659"
"216860","1.00","2","AA","CLT","LAS","0900-0959"
"216862","0.00","2","AA","LAS","CLT","1800-1859"
"216866","0.00","2","AA","CLT","ATL","0800-0859"
"216873","0.00","2","AA","CLT","PHX","1100-1159"
"216905","0.00","2","AA","PHX","ATL","0700-0759"
"216948","0.00","2","AA","CLT","ORD","1300-1359"
"216966","0.00","2","AA","ATL","CLT","2000-2059"
"216972","0.00","2","AA","ATL","CLT","1300-1359"
"216974","0.00","2","AA","CLT","SFO","0001-0559"
"216977","0.00","2","AA","ORD","CLT","1300-1359"
"216984","0.00","2","AA","LAS","LAX","1600-1659"
